"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 33.81115618022586]","[96, 29.329893513745585]","[93, 29.31444611597256]","[9, 26.359647296068562]","[92, 25.751296000058286]","[919, 25.70467124698774]","[95, 25.217334029984702]","[97, 24.1424982368104]","[963, 24.074194033357898]","[924, 23.582120803550392]"
"[9, 37.54437049913933]","[93, 35.20442507294717]","[98, 33.89749866460419]","[96, 29.657438669749748]","[919, 28.63819227053775]","[924, 27.964654202727512]","[95, 24.919012781632226]","[937, 24.693909862496877]","[993, 24.072651505630585]","[936, 23.69658267114829]"
"[98, 32.539859658201564]","[97, 32.07368552232224]","[9, 31.22175016252354]","[96, 30.53119299720305]","[91, 29.01903421232349]","[99, 28.292914697533416]","[969, 27.51309345387959]","[963, 26.549448912912375]","[919, 26.51131770243257]","[95, 26.211221882413692]"
"[98, 52.532030688991135]","[97, 45.3695883758377]","[99, 42.87373993338531]","[96, 41.84317986626548]","[9, 41.75555965207267]","[91, 39.665172647310655]","[969, 38.5505672424019]","[92, 36.876201680277326]","[919, 36.38834993241937]","[95, 35.998445736997695]"
"[98, 51.32184961611137]","[9, 49.395102107151686]","[96, 49.096826605347395]","[97, 45.2830856810891]","[95, 43.13113127277494]","[92, 43.02665621909503]","[93, 42.31046127238346]","[963, 42.286755707365025]","[99, 41.77625871157218]","[919, 40.62241439926057]"
"[98, 47.58378171798131]","[96, 43.26798799813657]","[97, 42.038429037565116]","[9, 42.01631874650534]","[95, 39.013098912456385]","[92, 38.240431041629336]","[969, 36.70843133044405]","[91, 35.97537715929066]","[99, 35.7031040250967]","[963, 35.52992319165241]"
"[98, 31.013262941336105]","[9, 27.14534146408891]","[96, 25.662552618366327]","[97, 24.883748404334067]","[93, 24.43856004130321]","[99, 24.33687444406368]","[924, 24.128808472467863]","[963, 23.731820423767136]","[919, 23.395482505590593]","[95, 23.11347833123648]"
"[98, 45.466682515478695]","[96, 41.729235024527554]","[95, 40.66991814272614]","[97, 40.45663584706753]","[91, 39.15188815758259]","[969, 38.84500134502654]","[99, 37.98970589677731]","[9, 34.573770560279875]","[959, 32.49594180613845]","[963, 31.732379361670805]"
"[9, 24.096776736804106]","[98, 23.80462339234802]","[97, 20.58308038385017]","[96, 19.710358678878542]","[93, 19.08558788264692]","[963, 18.95589132989492]","[919, 18.641299545239434]","[99, 18.04657793173901]","[92, 17.703942853662404]","[95, 17.646031046305495]"
"[98, 48.59018441498976]","[96, 47.42854691676748]","[97, 40.39348713802587]","[95, 39.026361387914875]","[9, 37.07133104851944]","[92, 36.60639099394136]","[924, 35.03593659891105]","[93, 34.215874522828265]","[919, 33.74706793952537]","[969, 33.58427444581803]"
"[98, 27.520004754979976]","[97, 23.396864692668373]","[9, 23.212299038574656]","[95, 22.44050654526895]","[96, 21.51616952207627]","[91, 19.86639571662244]","[99, 19.664062607063904]","[963, 19.460810774311284]","[969, 19.140099718084244]","[923, 18.919556369993867]"
"[98, 48.52903689563616]","[9, 45.3306958401963]","[96, 42.60852839002459]","[93, 40.21841310955994]","[99, 40.07480176989461]","[963, 39.78574486659872]","[91, 39.6541955784006]","[97, 39.411868200694194]","[92, 39.1302264815701]","[919, 39.00962683234193]"
"[902, 23.75483388311698]","[9, 23.31913319198265]","[98, 21.659168430830672]","[937, 19.303445386129095]","[96, 19.28919521366231]","[900, 18.278654331485967]","[93, 16.59934902058254]","[919, 15.844621122537331]","[95, 15.775083055149697]","[97, 15.767046705809845]"
"[98, 38.08990010793955]","[96, 33.63211478398725]","[97, 31.52622669534542]","[95, 31.480801236038687]","[9, 29.335902894793545]","[959, 28.797981437356093]","[92, 28.37590352185889]","[99, 27.798247914808233]","[91, 27.36049387489497]","[969, 27.221697569926896]"
"[98, 28.193878721094404]","[96, 25.708412751893487]","[95, 23.566517332806765]","[99, 21.594104360095294]","[97, 21.191477023732837]","[9, 21.006774599054847]","[969, 20.73161346701474]","[919, 20.045624889194556]","[924, 19.932412151441977]","[91, 19.773201572730105]"
"[98, 32.603303724099945]","[97, 30.230659278709712]","[9, 28.650383669928846]","[99, 26.782887816238325]","[96, 26.57660071805406]","[95, 24.41683051555512]","[945, 24.245177288036725]","[923, 23.961917021946597]","[91, 23.76237404766025]","[963, 23.6582217716216]"
"[98, 50.10724942117639]","[9, 47.98768966814791]","[97, 45.50175112237535]","[96, 45.02899545456516]","[92, 43.28688362416957]","[963, 43.21347754838481]","[99, 43.00490870562265]","[919, 42.84320100076044]","[969, 42.76256390741472]","[91, 42.125807876765116]"
"[98, 27.553498237897635]","[97, 26.948523589105513]","[95, 26.210872737220942]","[99, 26.02046512583387]","[969, 24.407211967606223]","[96, 24.12601806211296]","[91, 22.866514709309573]","[9, 22.428463625653592]","[945, 22.263846057053087]","[949, 18.496406315338522]"
"[98, 11.087974309857339]","[9, 10.745202057958792]","[96, 10.445112956654505]","[984, 8.53424282874802]","[988, 8.285655514264226]","[908, 8.257076896514834]","[95, 7.6111757637931765]","[902, 7.3692327176356285]","[937, 7.30396502595144]","[948, 6.8456874232955895]"
"[9, 40.02960265455194]","[98, 39.59620355998157]","[96, 36.335924900001125]","[97, 34.79191229319604]","[93, 33.98071794685257]","[963, 33.69476482256641]","[92, 32.34406323109486]","[99, 31.66315858008265]","[919, 31.356998843159964]","[91, 31.35539059763849]"
"[98, 48.53931154717837]","[9, 48.165420333105885]","[96, 46.457225225679714]","[97, 42.50346626143875]","[919, 41.44889938503244]","[92, 40.54559377679549]","[963, 40.179248852335284]","[95, 40.13131203840463]","[969, 40.108160198314586]","[99, 39.331648808457714]"
"[98, 43.486354473884745]","[96, 41.34607043669254]","[9, 40.73178972318203]","[97, 37.313182431674356]","[95, 35.41958356563555]","[93, 35.27765475950403]","[963, 34.83933076875051]","[99, 34.364315885295035]","[91, 34.211625663451464]","[969, 33.83774875392022]"
"[98, 46.61468673973022]","[97, 39.375019087054646]","[96, 39.32093995938173]","[9, 39.24715227184368]","[95, 36.259968481872846]","[963, 35.28441219813108]","[99, 34.998631310055494]","[959, 34.51071889204612]","[91, 34.43742405693014]","[92, 34.40264870932057]"
"[98, 53.15797746355811]","[96, 49.80331099756782]","[97, 43.61831582987328]","[95, 43.43263029669902]","[9, 43.1762388586114]","[92, 42.69717171764984]","[91, 40.007502829141536]","[919, 39.00352945685316]","[99, 38.966553160438686]","[969, 38.47120453138971]"
"[98, 51.02463742471169]","[96, 49.440301670355815]","[97, 44.00198415589982]","[95, 42.671091546755626]","[9, 40.98859590394696]","[91, 40.90497740877292]","[92, 40.09797499611798]","[969, 38.98723731195428]","[99, 38.854298207613525]","[919, 37.60460182588449]"
"[98, 29.340641032981907]","[96, 25.33259974064684]","[924, 23.74082835300926]","[926, 23.21966348697341]","[928, 22.333918938105914]","[93, 22.31794224912554]","[95, 22.265303823477563]","[9, 21.82827894907535]","[919, 21.803584693728315]","[993, 21.01515894074131]"
"[98, 28.040186264717565]","[9, 27.476170715432687]","[924, 23.545133909351364]","[93, 22.106022042977926]","[96, 22.00842532836375]","[95, 21.5460982769609]","[919, 20.540110528838966]","[97, 20.371115870426845]","[928, 18.934614078683815]","[934, 18.885735712052657]"
"[98, 43.723360097081226]","[97, 37.560616548685346]","[9, 35.9465788717452]","[96, 35.77342860342776]","[99, 35.3829263930774]","[95, 32.25994879792651]","[91, 32.23789628067363]","[969, 32.195166553677524]","[919, 31.92120080008173]","[963, 30.89645985125143]"
"[9, 27.97900770952225]","[937, 27.051145047517355]","[98, 24.444788519972704]","[902, 23.35375111967125]","[96, 22.172497789558932]","[900, 19.47511789772501]","[93, 19.249747861157875]","[988, 19.0392139954953]","[984, 18.647822252297534]","[990, 18.157499544298553]"
"[98, 37.85469361481507]","[96, 37.17624595116476]","[97, 32.132554431682394]","[95, 31.355218489434726]","[92, 31.052755870446532]","[9, 30.380434597063452]","[919, 29.550789425043206]","[99, 28.07839303353286]","[963, 27.466663811489255]","[91, 26.553334427026513]"
"[902, 25.19656264274828]","[937, 24.618990766002316]","[98, 24.245991457777766]","[9, 23.609907034903518]","[96, 22.59597059773322]","[900, 22.552672747079455]","[93, 17.829259919669557]","[919, 17.411011415567767]","[95, 17.19474022637728]","[984, 16.858951101205285]"
"[98, 43.484983253280554]","[9, 39.58835084858062]","[97, 38.03095896405496]","[99, 35.25887746251714]","[93, 34.99868218286409]","[96, 34.70922331683852]","[963, 34.51855394524968]","[923, 34.37773683947838]","[91, 33.65727203209361]","[919, 33.301184277611306]"
"[9, 17.49770251758019]","[98, 16.926596259100982]","[937, 15.63080393436116]","[902, 14.332727749142094]","[93, 13.815669492424172]","[96, 13.731429178872125]","[900, 12.080798742224266]","[97, 11.297735799294173]","[990, 11.271705591594795]","[919, 11.189989867329963]"
"[9, 23.697400301277398]","[902, 23.52739383272682]","[98, 22.377869144854134]","[900, 22.01550889124368]","[937, 20.681811668212667]","[96, 20.03994766220098]","[984, 17.226462907298608]","[93, 17.186078247769824]","[97, 15.823673665339971]","[924, 15.73394773604345]"
"[98, 33.92485219623261]","[96, 29.39302712031598]","[9, 28.608155585679192]","[924, 28.092682854007307]","[928, 26.035140275575298]","[919, 25.99563187110229]","[93, 25.69564701578314]","[926, 25.510046055752277]","[95, 25.485397940268204]","[97, 24.46219381954588]"
"[9, 20.470029232260188]","[98, 20.14814808409032]","[923, 18.529773942982345]","[97, 17.957056322656598]","[96, 16.632807101147637]","[99, 15.96337285469308]","[91, 15.685753113491595]","[919, 15.64152007414009]","[93, 15.627352007271226]","[963, 15.346677204092048]"
"[98, 28.360199464461683]","[96, 26.234417305911155]","[9, 24.77233271704523]","[93, 24.528977920118567]","[919, 23.343349149129274]","[924, 22.167467594581208]","[97, 21.207365977218686]","[928, 21.19159950366882]","[95, 21.184845421332742]","[993, 20.556462085520543]"
"[98, 36.65652016392976]","[9, 36.237740628735146]","[97, 32.706133534841875]","[963, 32.15778467317068]","[96, 32.02671993831013]","[923, 29.543857018599336]","[99, 29.43733162236281]","[93, 28.861138826222774]","[91, 28.771893273089518]","[956, 27.72124180460096]"
"[98, 36.66096386958552]","[9, 34.650725727892976]","[96, 32.37198161349149]","[97, 31.382371368536013]","[92, 30.92882180934081]","[99, 30.50560167717076]","[963, 30.361269174146187]","[919, 29.930785099678253]","[93, 29.705137446477114]","[91, 29.318143924548735]"
"[9, 25.04972057357214]","[937, 23.5002716075725]","[98, 21.606003309394723]","[902, 21.558388929428325]","[96, 19.425065834273486]","[93, 17.06712711015107]","[984, 16.997829656718814]","[900, 16.952121518199874]","[924, 16.420358360368155]","[95, 16.37023064364266]"
"[98, 53.4801080389328]","[96, 51.43118570305101]","[9, 46.622712121412484]","[97, 46.32749689381587]","[969, 44.76576993754911]","[919, 43.9042620387943]","[92, 43.56078972342858]","[963, 42.714093585675506]","[95, 42.60860125083515]","[99, 41.74654635611139]"
"[9, 19.128306616486213]","[937, 16.934245973101426]","[98, 16.807077322235212]","[93, 16.325526495832342]","[988, 15.503210044085163]","[984, 14.262982556948426]","[902, 14.03573964387168]","[919, 13.667714491636353]","[900, 13.632285054382358]","[990, 13.20786588511579]"
"[9, 29.27932106236781]","[98, 29.029960341975904]","[93, 28.33003204682331]","[919, 24.722874131764858]","[96, 24.007865189614677]","[924, 22.334457575665084]","[928, 20.618575869344916]","[95, 19.96317156451111]","[993, 19.515574138436158]","[97, 18.72696451777336]"
"[98, 27.14994824335371]","[96, 17.361838960938186]","[9, 15.50067042805911]","[95, 14.930437242180256]","[919, 14.322327284791248]","[92, 13.907338457162156]","[91, 13.76678057861019]","[97, 13.609276757725558]","[93, 12.81863937525878]","[99, 12.611160305975215]"
"[98, 32.700787361955285]","[96, 23.837336272409715]","[92, 21.126433203569164]","[95, 20.77338453110979]","[919, 20.56918384562385]","[93, 20.33855371643378]","[9, 20.305961340552432]","[97, 19.955818065213712]","[91, 18.408525239850487]","[99, 17.48946801494651]"
"[98, 36.38003321810324]","[96, 26.548126325035696]","[919, 23.242015334007938]","[97, 22.827634035447954]","[95, 22.520638535016648]","[92, 22.201859515311007]","[9, 21.978200305688677]","[93, 19.64662869896533]","[91, 19.610101568154196]","[99, 19.056665366127987]"
"[98, 18.36071110442276]","[96, 16.922168298360067]","[919, 16.372472868652864]","[95, 16.274706182317964]","[9, 16.113458301384313]","[97, 15.973714473171832]","[99, 14.615647671270594]","[93, 14.589632591734286]","[900, 13.576984807704532]","[92, 13.494928837978136]"
"[98, 38.805511227696705]","[97, 34.05879981164898]","[9, 33.4711479349666]","[96, 31.945131588732625]","[99, 30.908842706959515]","[963, 28.93396351274956]","[923, 28.828536888771197]","[91, 28.720901534315114]","[95, 28.686475278509803]","[945, 28.375804511144658]"
"[98, 41.591419948051524]","[97, 36.32654474793927]","[96, 35.67276967666104]","[99, 35.17164176807097]","[9, 34.16521695182044]","[95, 33.65587722783793]","[969, 32.91246289982204]","[963, 30.973550086604845]","[92, 30.703337760631367]","[919, 30.043337261329317]"
"[98, 31.670879540603185]","[96, 25.03415501948886]","[97, 22.45577895164327]","[9, 20.81341137862472]","[919, 20.60989532912828]","[95, 20.568155492244802]","[93, 20.418786958707923]","[92, 20.262411444512452]","[939, 19.093718670630714]","[959, 18.757553651041295]"
"[98, 50.98653805198227]","[96, 45.34021732321428]","[97, 43.14968235598406]","[91, 43.10333688454309]","[9, 42.916433737923626]","[99, 41.140703320908344]","[969, 41.086224377722594]","[95, 39.87156204799652]","[92, 38.61965392455276]","[919, 38.52358325096045]"
"[98, 55.51570530840455]","[96, 51.319087292801846]","[97, 46.15478920060934]","[95, 44.400157269182344]","[9, 41.78630556119483]","[92, 40.924146767788685]","[969, 40.144610170676344]","[99, 39.84984493065752]","[939, 39.24462551562018]","[91, 38.84540855129156]"
"[98, 23.27605724394299]","[96, 19.635262053422142]","[97, 15.650572594596209]","[95, 15.588680057238182]","[9, 15.315221997260013]","[92, 14.556318950486224]","[93, 14.425882863313884]","[919, 14.423173040171903]","[939, 14.085509418113713]","[99, 13.640706960831547]"
"[98, 26.349355414023037]","[9, 24.759237792730772]","[99, 21.49435353926416]","[96, 21.01500721940159]","[93, 20.935052530665423]","[97, 20.593484608593993]","[963, 20.171388558646548]","[919, 19.505486080494045]","[92, 19.380629693764053]","[95, 18.80479259181333]"
"[98, 28.058801356601204]","[96, 24.59012832148294]","[919, 21.36067885059268]","[9, 21.33247010422141]","[93, 19.75256638073804]","[95, 19.736787421497]","[99, 18.803410342629633]","[92, 18.050677907955613]","[97, 17.98865352908936]","[91, 17.4915312911013]"
"[98, 58.763914245058245]","[96, 54.56720105801934]","[97, 52.52780476164591]","[95, 47.72752008504851]","[9, 46.87629689742398]","[91, 46.711018733315086]","[969, 46.25816110295068]","[959, 44.48773360050765]","[92, 44.296530555477965]","[99, 43.880984100191455]"
"[98, 49.17168539841231]","[9, 46.031921516988305]","[97, 44.55690672611162]","[96, 43.368594044924414]","[91, 40.47257757528947]","[969, 40.11812604775367]","[99, 39.98925852963364]","[963, 39.45338968674696]","[919, 38.70153759611824]","[92, 37.957145723484324]"
"[98, 43.70071315172745]","[9, 41.018991767632876]","[97, 40.27649273973024]","[96, 39.17405839217688]","[963, 37.82579214250824]","[92, 36.596575064718884]","[99, 36.56240767383816]","[95, 36.36716709942394]","[969, 36.356785043701144]","[91, 35.790444842474244]"
"[98, 33.88452874624363]","[96, 28.98395612905961]","[9, 28.9364481788815]","[97, 28.63547963375312]","[969, 27.43077958876569]","[99, 27.00858425407445]","[91, 26.5366219932881]","[95, 25.753565743241953]","[945, 25.19361045958516]","[93, 25.094842848655176]"
"[98, 30.767368205872998]","[9, 29.069976584874723]","[96, 26.45892361890728]","[963, 24.71550853936187]","[99, 24.58428830022444]","[97, 23.690921263590827]","[95, 22.68641516488792]","[91, 22.64132645101255]","[92, 22.50174652742512]","[919, 22.19339577974656]"
"[98, 36.44211006909845]","[9, 34.527672444861444]","[97, 31.339408664475368]","[99, 29.99862717748619]","[963, 29.49191283743503]","[96, 28.17023354378106]","[945, 27.315475794969775]","[923, 27.306337830631723]","[956, 26.898558110653024]","[969, 26.825683202741132]"
"[9, 26.21701126100548]","[902, 25.800421496225262]","[937, 23.70390806556779]","[98, 23.148189046483967]","[96, 21.633527619078286]","[900, 20.86608702275386]","[95, 18.56373240701831]","[93, 18.494292157909243]","[97, 18.25325059020837]","[919, 16.978677632150948]"
"[98, 43.52461499628555]","[9, 41.331742898008656]","[96, 39.689561246149864]","[97, 38.78068618596302]","[99, 38.61459566203961]","[919, 38.01209604383387]","[91, 37.592286269379414]","[92, 36.4749993460254]","[93, 36.43474106278456]","[963, 35.42217076800732]"
"[98, 27.28758890480024]","[96, 25.99101050166807]","[9, 23.647770295113318]","[924, 22.87800258319354]","[93, 22.024386337803538]","[95, 21.562905015604937]","[97, 20.738853340126933]","[928, 20.71177760321671]","[919, 19.994869573993455]","[926, 19.266803587004734]"
